County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Cleburne County, Alabama","5,814",200,710,"1,207",237,489,291,16,237,422,"1,047",370,241,347,,8.90%
"Coffee County, Alabama","21,764",712,"1,035","2,457",446,"2,645","2,001",206,812,"1,631","5,151","1,546","1,121","2,001",,12.80%
"Colbert County, Alabama","23,563",314,"2,049","4,533",634,"2,581","1,477",266,812,"1,334","5,089","2,026","1,483",965,,12.20%
"Conecuh County, Alabama","3,972",143,261,905,119,595,300,72,229,170,574,230,123,251,,15.60%
"Coosa County, Alabama","4,164",89,350,904,76,583,283,29,143,162,828,290,215,212,,14.60%
"Covington County, Alabama","14,880",831,"1,010","2,059",499,"1,547","1,426",136,496,"1,176","3,086",990,685,939,,12.90%
"Crenshaw County, Alabama","5,615",299,444,920,132,694,366,59,224,491,"1,130",238,240,378,,17.00%
"Cullman County, Alabama","35,401",780,"3,702","5,719",834,"4,816","2,012",208,"1,456","2,949","7,542","2,258","1,714","1,411",,11.20%
"Dale County, Alabama","17,282",405,"1,182","2,001",345,"2,518","1,679",68,548,"1,146","3,562","1,691",805,"1,332",,11.90%
"Dallas County, Alabama","13,944",258,791,"3,848",172,"1,405",727,177,660,"1,157","2,820",636,660,633,,13.90%
"DeKalb County, Alabama","30,188",851,"2,175","8,261",684,"3,260","1,926",616,"1,288","1,473","5,573","1,476","1,580","1,025",,10.50%
"Elmore County, Alabama","34,936",349,"2,123","3,377",934,"4,614","1,895",386,"1,867","2,850","8,015","2,920","1,667","3,939",,10.10%
"Escambia County, Alabama","12,543",345,809,"1,925",239,"1,803",569,95,301,701,"2,449","1,397",857,"1,053",,13.50%
"Etowah County, Alabama","43,002",228,"2,970","7,502",938,"5,492","1,996",576,"1,303","2,420","10,338","4,350","2,760","2,129",,12.50%
"Fayette County, Alabama","6,423",105,273,"1,682",167,"1,015",403,129,213,258,"1,479",254,298,147,,11.30%
"Franklin County, Alabama","13,019",268,"1,168","4,007",416,"1,175",608,191,407,741,"2,325",688,594,431,,12.90%
"Geneva County, Alabama","10,676",413,926,"1,686",494,"1,171",924,89,342,621,"2,333",710,447,520,,12.10%
"Greene County, Alabama","2,401",59,114,640,3,176,59,16,176,126,508,151,15,358,,12.10%
"Hale County, Alabama","5,262",212,266,869,64,734,181,3,105,357,"1,493",501,289,188,,23.70%
"Henry County, Alabama","6,953",324,247,"1,003",291,864,543,81,287,621,"1,583",397,544,168,,10.40%
"Houston County, Alabama","44,583",564,"2,630","4,017","1,604","6,264","3,821",549,"1,655","3,444","10,925","4,211","2,610","2,289",,10.70%
"Jackson County, Alabama","19,746",270,"1,434","5,615",344,"1,836",923,141,601,"1,495","4,176","1,327",873,711,,9.60%
"Jefferson County, Alabama","302,092","1,806","15,918","27,259","8,229","32,835","17,172","6,518","26,394","32,054","77,629","27,202","16,071","13,005",,13.80%
"Lamar County, Alabama","5,269",164,245,"1,485",211,383,151,50,327,319,991,104,430,409,,10.50%
"Lauderdale County, Alabama","41,204",335,"2,881","5,668",994,"6,049","2,516",606,"1,690","3,169","9,223","4,013","1,905","2,155",,12.00%
"Lawrence County, Alabama","13,004",143,"1,084","3,130",436,"1,536",855,135,560,729,"2,965",611,469,351,,12.90%
"Lee County, Alabama","75,428",480,"3,969","9,751","1,037","7,707","2,814",921,"5,144","7,068","23,599","6,772","3,252","2,914",,13.30%
"Limestone County, Alabama","42,284",812,"3,575","7,685",777,"5,378","1,670",466,"1,535","4,839","7,815","3,244","1,643","2,845",,10.80%
"Lowndes County, Alabama","3,578",235,240,815,146,390,245,0,72,326,597,213,112,187,,10.70%
"Macon County, Alabama","7,115",142,204,930,33,632,441,12,257,665,"2,175",860,336,428,,14.80%
"Madison County, Alabama","182,034",928,"9,683","21,458","2,935","19,804","7,054","3,803","6,744","34,504","37,365","14,798","6,406","16,552",,11.40%
"Marengo County, Alabama","7,067",315,486,"1,248",73,561,489,128,254,367,"1,914",345,355,532,,18.40%
"Marion County, Alabama","11,851",303,851,"2,651",249,"1,196",888,67,901,720,"2,595",452,433,545,,11.20%
"Marshall County, Alabama","39,832",693,"3,380","8,838","1,211","4,523","2,118",810,"1,543","3,360","7,550","2,322","2,006","1,478",,12.80%
"Mobile County, Alabama","175,496","2,044","12,930","21,614","4,834","20,035","10,564","2,846","9,941","17,034","40,362","16,713","9,405","7,174",,10.80%
"Monroe County, Alabama","6,759",218,464,"1,750",90,872,307,70,211,287,"1,615",328,205,342,,13.30%
"Montgomery County, Alabama","99,636",405,"3,938","11,112","2,194","10,815","4,967","1,220","5,612","11,184","23,062","9,525","5,000","10,602",,11.60%
"Morgan County, Alabama","51,704",663,"4,464","11,129","1,229","5,988","2,100",635,"1,800","4,859","9,655","4,773","2,588","1,821",,13.10%
"Perry County, Alabama","2,381",94,112,304,36,193,199,0,0,107,569,541,97,129,,20.60%
"Pickens County, Alabama","6,854",145,636,"1,353",106,812,617,113,164,340,"1,635",229,276,428,,13.20%
"Pike County, Alabama","14,045",275,793,"1,665",300,"2,041","1,095",184,576,"1,173","3,400","1,322",434,787,,9.50%
"Randolph County, Alabama","8,795",308,632,"2,332",106,964,509,102,432,511,"1,808",313,379,399,,13.10%
"Russell County, Alabama","23,074",198,"1,354","3,209",221,"3,464","1,109",257,"1,896","2,036","4,684","2,050",836,"1,760",,19.70%
"St. Clair County, Alabama","39,664",332,"3,992","6,193","2,011","3,726","2,381",554,"1,871","4,097","7,864","2,556","2,331","1,756",,12.00%
"Shelby County, Alabama","107,936",850,"7,179","8,183","4,358","11,577","6,561","2,185","11,363","12,575","23,690","9,533","5,955","3,927",,12.40%
"Sumter County, Alabama","4,585",122,145,603,35,740,238,50,158,167,"1,323",526,209,269,,14.00%
"Talladega County, Alabama","32,068",489,"2,275","6,305",689,"3,798","2,315",392,"1,370","1,772","6,728","2,534","1,539","1,862",,12.80%
"Tallapoosa County, Alabama","15,465",273,"1,316","3,567",371,"1,605",865,74,669,919,"3,298","1,068",843,597,,10.80%
"Tuscaloosa County, Alabama","97,448","1,061","7,040","14,360","1,851","10,799","4,273","1,175","4,299","7,622","28,393","9,249","4,193","3,133",,13.50%
"Walker County, Alabama","24,972","1,326","1,738","3,141",527,"3,430","1,546",326,"1,095","1,755","5,272","2,183","1,581","1,052",,10.10%
"Washington County, Alabama","5,663",220,732,"1,216",88,501,420,8,190,541,"1,039",271,229,208,,15.10%
"Wilcox County, Alabama","3,277",194,273,736,17,324,181,7,66,136,675,242,187,239,,13.20%
"Winston County, Alabama","9,430",135,852,"1,951",213,"1,461","1,128",143,388,306,"1,612",420,445,376,,11.00%
"Aleutians East Borough, Alaska","2,328",229,30,"1,103",0,78,117,9,36,43,252,82,24,325,,1.20%
"Aleutians West Census Area, Alaska","3,805",51,253,"1,203",91,341,673,40,52,122,275,198,91,415,,2.00%
"Anchorage Municipality, Alaska","145,816","3,582","7,652","3,437","3,320","15,853","14,277","3,010","6,873","15,423","35,205","14,753","7,245","15,186",,13.10%
"Bethel Census Area, Alaska","6,325",133,261,98,20,683,640,86,110,414,"1,909",327,202,"1,442",,6.20%
"Bristol Bay Borough, Alaska",428,31,18,7,1,18,58,12,21,49,76,45,8,84,,1.40%
"Chugach Census Area, Alaska","3,564",506,101,208,30,456,349,173,56,406,502,191,153,433,,3.30%
"Copper River Census Area, Alaska","1,188",29,123,52,7,131,81,70,16,46,338,73,47,175,,5.70%
"Denali Borough, Alaska","1,658",110,75,31,15,141,495,9,17,48,91,525,9,92,,1.60%
"Dillingham Census Area, Alaska","1,950",168,50,6,10,260,142,15,29,68,774,52,73,303,,5.00%
"Fairbanks North Star Borough, Alaska","44,303","1,686","3,701",589,837,"4,592","3,523","1,088","1,950","3,236","11,919","3,945","2,108","5,129",,13.40%
"Haines Borough, Alaska",937,30,185,45,5,99,43,37,4,30,156,152,47,104,,2.50%
"Hoonah-Angoon Census Area, Alaska","1,052",142,72,59,4,67,85,27,15,38,192,153,19,179,,5.30%
"Juneau City and Borough, Alaska","16,364",803,"1,170",481,170,"1,125","1,246",382,533,980,"3,790","1,268",474,"3,942",,9.20%
"Kenai Peninsula Borough, Alaska","24,668","1,920","2,035",901,283,"2,588","1,705",425,847,"1,465","6,616","2,450","1,087","2,346",,14.20%
"Ketchikan Gateway Borough, Alaska","7,064",306,440,350,123,898,797,118,351,474,"1,598",675,247,687,,8.90%
"Kodiak Island Borough, Alaska","6,393",429,303,"1,402",93,646,393,30,43,592,"1,308",300,225,629,,13.40%
"Kusilvak Census Area, Alaska","2,229",126,55,154,3,244,160,50,14,56,734,76,62,495,,3.50%
"Lake and Peninsula Borough, Alaska",515,25,12,27,0,21,49,0,8,21,163,35,11,143,,2.30%
"Matanuska-Susitna Borough, Alaska","43,444","2,037","5,007","1,110",880,"5,387","3,063",842,"1,505","3,080","10,661","3,650","2,251","3,971",,11.20%
"Nome Census Area, Alaska","3,667",52,99,110,9,306,367,44,53,86,"1,428",242,163,708,,6.30%
"North Slope Borough, Alaska","5,172","1,165",242,541,36,189,502,9,97,471,820,285,71,744,,8.50%
"Northwest Arctic Borough, Alaska","2,687",169,145,40,12,174,284,20,38,84,"1,002",160,84,475,,7.90%
"Petersburg Borough, Alaska","1,596",270,85,244,37,189,76,19,23,101,287,137,50,78,,8.00%
"Prince of Wales-Hyder Census Area, Alaska","2,796",311,166,166,74,250,240,10,64,103,694,217,77,424,,2.90%
"Sitka City and Borough, Alaska","4,414",317,247,220,32,528,320,56,127,213,"1,397",324,151,482,,7.50%
"Skagway Municipality, Alaska",822,1,50,33,6,116,127,2,10,79,85,180,24,109,,4.60%
"Southeast Fairbanks Census Area, Alaska","2,712",381,240,83,0,253,164,43,89,137,675,137,58,452,,9.40%
"Wrangell City and Borough, Alaska","1,067",105,76,63,2,142,59,40,28,34,251,67,47,153,,4.90%
"Yakutat City and Borough, Alaska",300,44,8,15,11,27,28,1,1,3,50,16,4,92,,1.70%
"Yukon-Koyukuk Census Area, Alaska","2,228",151,119,85,10,188,250,29,10,64,594,96,104,528,,4.50%
"Apache County, Arizona","18,980",471,"1,561",440,69,"1,683","1,712",182,542,690,"7,717","1,529",379,"2,005",,10.60%
"Cochise County, Arizona","44,219","1,280","2,562","1,713",426,"5,041","2,479",603,"1,845","5,677","9,383","3,916","1,882","7,412",,11.30%
"Coconino County, Arizona","65,975",876,"3,885","4,790",685,"7,701","2,634",607,"2,233","5,213","18,638","12,394","2,646","3,673",,14.20%
"Gila County, Arizona","19,246","1,577","1,530",530,232,"2,151","1,025",196,850,"1,160","5,159","2,627",663,"1,546",,12.70%
"Graham County, Arizona","13,390","1,574","1,290",485,243,"1,728",551,148,615,633,"3,071","1,522",564,966,,37.60%
"Greenlee County, Arizona","4,025","1,585",367,39,11,328,86,0,163,233,681,270,122,140,,28.50%
"La Paz County, Arizona","6,192",567,392,169,189,"1,065",391,56,217,335,917,"1,087",146,661,,12.60%
"Maricopa County, Arizona","2,128,806","11,177","154,066","157,958","53,543","253,947","119,967","41,472","218,886","287,084","442,386","209,643","98,756","79,921",,16.60%
"Mohave County, Arizona","74,114",724,"5,533","4,383",985,"9,561","4,600","1,267","4,084","5,483","15,617","13,226","4,121","4,530",,12.70%
"Navajo County, Arizona","34,525",927,"2,879",866,463,"4,121","1,999",307,"1,417","1,233","11,331","4,128","1,349","3,505",,10.30%
"Pima County, Arizona","451,995","4,359","28,223","30,669","7,927","53,516","21,611","7,173","26,053","59,147","115,236","49,040","22,118","26,923",,12.90%
"Pinal County, Arizona","167,669","4,396","11,288","14,291","3,281","21,481","9,709","2,839","11,266","18,038","36,349","15,485","7,275","11,971",,22.00%
"Santa Cruz County, Arizona","17,870",731,"1,116",865,"1,234","2,208","2,144",161,827,989,"3,809","1,680",703,"1,403",,11.40%
"Yavapai County, Arizona","90,114","1,925","8,148","4,695","1,257","12,714","3,365","1,348","4,892","9,252","21,090","10,743","6,035","4,650",,14.70%
"Yuma County, Arizona","78,723","8,119","4,490","3,956","2,456","9,794","4,199",796,"3,002","6,387","16,498","8,310","3,351","7,365",,10.50%
"Arkansas County, Arkansas","7,929",838,434,"1,665",185,898,413,117,261,314,"1,669",338,371,426,,12.20%
"Ashley County, Arkansas","7,389",562,572,"1,450",60,902,529,39,112,227,"2,037",379,103,417,,13.70%
"Baxter County, Arkansas","15,355",180,975,"2,703",265,"2,307",539,197,948,957,"4,062",763,925,534,,10.20%
"Benton County, Arkansas","132,873","1,822","9,321","18,445","4,043","28,553","6,967","1,053","6,078","13,490","23,753","10,329","5,980","3,039",,8.70%
"Boone County, Arkansas","16,152",398,"1,159","1,690",293,"2,033","2,129",263,582,"1,105","3,854","1,286",863,497,,10.60%
"Bradley County, Arkansas","4,150",468,323,803,66,251,116,40,205,173,992,334,150,229,,14.60%
"Calhoun County, Arkansas","2,085",157,236,329,0,252,133,18,55,199,479,47,44,136,,12.00%
"Carroll County, Arkansas","11,759",864,994,"2,446",13,"1,273",454,286,503,867,"2,003","1,119",662,275,,9.50%
"Chicot County, Arkansas","3,282",305,157,694,117,228,134,21,130,84,736,216,186,274,,14.60%
"Clark County, Arkansas","10,240",276,594,"1,128",83,"1,400",655,71,325,469,"2,883","1,524",575,257,,10.90%
"Clay County, Arkansas","6,182",694,336,735,169,870,365,31,328,206,"1,677",291,270,210,,13.90%
"Cleburne County, Arkansas","10,037",217,"1,010","1,428",100,"1,254",660,51,448,895,"1,938",905,657,474,,10.20%
"Cleveland County, Arkansas","3,138",221,120,563,53,355,243,18,252,165,801,49,139,159,,5.00%
"Columbia County, Arkansas","8,843",304,236,"1,565",120,"1,182",697,61,421,416,"2,784",496,444,117,,14.70%
"Conway County, Arkansas","8,992",685,807,"1,674",131,870,647,153,149,789,"2,004",508,257,318,,10.70%
"Craighead County, Arkansas","51,025","1,270","3,464","6,807","1,241","6,808","2,072",783,"2,708","3,448","14,667","3,772","2,206","1,779",,10.40%
"Crawford County, Arkansas","25,924",306,"1,664","4,712",584,"3,645","1,736",249,"1,278","2,144","5,764","1,719","1,451",672,,15.70%
"Crittenden County, Arkansas","20,641",561,994,"2,362",768,"2,580","2,226",367,814,"1,079","5,230","1,835","1,046",779,,10.60%
"Cross County, Arkansas","7,237",523,585,575,313,"1,118",611,46,359,426,"1,499",434,237,511,,10.00%
"Dallas County, Arkansas","2,794",69,118,738,2,154,309,10,98,82,638,243,80,253,,15.90%
"Desha County, Arkansas","4,377",485,179,550,183,512,147,40,184,249,"1,085",178,177,408,,19.90%
"Drew County, Arkansas","7,766",350,522,"1,035",112,909,180,33,332,475,"2,382",321,270,845,,11.20%
"Faulkner County, Arkansas","59,134",702,"4,162","4,891","1,331","7,102","2,900","1,395","3,120","5,559","16,693","6,085","2,854","2,340",,13.20%
"Franklin County, Arkansas","6,898",303,628,"1,474",92,703,577,36,277,314,"1,591",334,139,430,,11.90%
"Fulton County, Arkansas","4,091",118,312,373,138,469,373,10,123,136,"1,411",265,221,142,,4.90%
"Garland County, Arkansas","40,787",568,"3,329","3,083","1,013","6,189",975,665,"2,183","3,810","9,248","5,459","2,696","1,569",,11.10%
"Grant County, Arkansas","8,048",377,662,982,278,723,649,113,313,547,"2,057",440,541,366,,11.80%
"Greene County, Arkansas","19,390",681,"1,828","3,871",317,"2,459",979,124,732,996,"5,625",758,610,410,,8.90%
"Hempstead County, Arkansas","8,627",681,437,"1,810",135,904,598,25,305,316,"1,907",701,507,301,,8.90%
"Hot Spring County, Arkansas","13,282",214,"1,101","1,577",266,"2,028",583,64,613,805,"3,223","1,307",835,666,,12.50%
"Howard County, Arkansas","5,544",546,291,"1,738",26,479,282,151,60,86,"1,141",335,159,250,,7.80%
"Independence County, Arkansas","16,206",435,"1,042","3,182",231,"1,535",892,163,711,567,"4,560","1,413",998,477,,11.00%
"Izard County, Arkansas","4,289",265,197,690,51,321,127,66,110,107,"1,393",374,173,415,,8.40%
"Jackson County, Arkansas","5,625",456,400,863,165,808,278,14,145,230,"1,216",411,218,421,,8.20%
"Jefferson County, Arkansas","25,271",348,"1,052","4,131",578,"2,746","1,416",202,"1,360","1,136","6,418","1,539","1,619","2,726",,13.30%
"Johnson County, Arkansas","10,398",478,420,"2,468",48,"1,438",633,66,304,490,"2,006",951,679,417,,9.80%
"Lafayette County, Arkansas","2,568",300,250,390,13,313,129,17,77,101,564,81,125,208,,18.50%
"Lawrence County, Arkansas","6,606",437,464,957,109,808,667,27,237,202,"1,500",594,278,326,,11.10%
"Lee County, Arkansas","2,697",423,141,295,44,286,149,1,49,140,546,169,209,245,,11.50%
"Lincoln County, Arkansas","3,347",169,172,552,28,367,138,92,150,129,839,108,273,330,,17.00%
"Little River County, Arkansas","5,136",138,420,948,49,595,307,13,178,255,"1,386",308,312,227,,9.60%
"Logan County, Arkansas","8,991",556,395,"2,152",50,"1,213",542,88,247,530,"2,111",450,389,268,,13.30%
"Lonoke County, Arkansas","33,170",790,"2,633","2,302","1,267","4,192","3,078",551,"2,284","2,125","7,795","2,527","1,279","2,347",,12.90%
"Madison County, Arkansas","6,444",345,735,"1,110",121,860,476,121,190,326,"1,343",242,314,261,,11.30%
"Marion County, Arkansas","5,575",108,327,"1,540",47,773,192,107,266,368,"1,063",209,319,256,,10.80%
"Miller County, Arkansas","17,026",260,962,"2,755",553,"2,348","1,008",281,881,992,"3,870","1,252",614,"1,250",,16.70%
"Mississippi County, Arkansas","17,926",877,674,"5,181",285,"1,948",861,415,605,627,"4,052","1,068",624,709,,12.60%
"Monroe County, Arkansas","2,886",227,122,597,127,329,237,7,67,93,608,155,108,209,,8.00%
"Montgomery County, Arkansas","3,241",334,322,369,71,417,209,14,117,166,712,212,136,162,,16.20%
"Nevada County, Arkansas","3,103",275,210,571,4,273,123,1,64,220,909,193,195,65,,8.60%
"Newton County, Arkansas","2,693",117,339,386,9,334,219,18,179,82,592,173,61,184,,6.20%
"Ouachita County, Arkansas","8,779",140,527,"1,896",193,676,655,69,245,448,"2,332",442,406,750,,11.40%
"Perry County, Arkansas","3,677",166,549,438,41,705,187,49,84,250,701,247,78,182,,14.60%
"Phillips County, Arkansas","6,303",564,263,765,137,722,354,20,338,337,"1,721",474,188,420,,8.20%
"Pike County, Arkansas","4,639",269,262,882,113,498,250,71,173,181,"1,052",442,257,189,,7.60%
"Poinsett County, Arkansas","9,572",726,822,"1,446",338,"1,104",596,148,239,789,"2,061",483,466,354,,13.50%
"Polk County, Arkansas","7,335",507,497,"1,246",207,863,354,74,180,342,"1,742",645,402,276,,9.20%
"Pope County, Arkansas","26,827",581,"1,571","4,048",870,"3,179","2,060",202,"1,228","2,019","6,353","2,896","1,225",595,,15.00%
"Prairie County, Arkansas","3,609",416,255,379,65,429,261,16,207,284,861,54,157,225,,11.10%
"Pulaski County, Arkansas","183,975",751,"11,270","11,864","5,171","20,637","9,945","4,688","12,912","19,584","50,407","15,578","9,497","11,671",,13.30%
"Randolph County, Arkansas","6,993",405,638,"1,489",118,742,547,9,161,271,"1,818",347,208,240,,8.90%
"St. Francis County, Arkansas","8,791",568,915,"1,205",355,"1,016",700,52,330,312,"1,842",606,316,574,,10.10%
"Saline County, Arkansas","57,987",448,"4,118","4,792","1,988","7,074","3,651","1,247","4,175","4,702","16,019","3,709","2,808","3,256",,11.10%
"Scott County, Arkansas","4,394",346,186,"1,322",146,329,163,39,240,182,926,147,155,213,,14.30%
"Searcy County, Arkansas","3,057",137,216,503,75,445,210,0,119,110,904,125,60,153,,11.40%
"Sebastian County, Arkansas","58,496","1,168","4,030","10,075","1,634","6,793","4,104",587,"2,519","5,381","12,852","5,017","2,515","1,821",,15.60%
"Sevier County, Arkansas","7,091",530,724,"1,940",102,704,334,0,156,475,"1,410",196,338,182,,8.30%
"Sharp County, Arkansas","6,113",259,512,799,58,870,351,79,279,313,"1,527",378,354,334,,10.40%
"Stone County, Arkansas","4,197",493,529,306,52,470,160,52,82,182,851,406,211,403,,7.70%
"Union County, Arkansas","15,928",380,"1,319","2,761",348,"1,876",650,116,"1,107","1,068","4,181",918,674,530,,12.60%
"Van Buren County, Arkansas","5,833",293,432,505,73,701,614,2,392,248,"1,382",531,431,229,,9.40%
"Washington County, Arkansas","114,481","1,166","9,205","15,091","2,799","14,018","6,378","1,289","4,753","10,770","29,720","10,649","5,411","3,232",,8.80%
"White County, Arkansas","32,226",792,"2,168","3,652",551,"4,310","2,392",282,"1,309","2,157","9,273","2,640","1,948",752,,10.30%
"Woodruff County, Arkansas","2,800",228,90,406,153,236,232,8,213,178,710,198,45,103,,6.80%
"Yell County, Arkansas","9,476",588,579,"2,269",103,"1,250",685,114,318,423,"1,773",771,331,272,,6.90%
"Alameda County, California","867,923","2,959","45,958","86,248","20,549","77,065","44,848","31,526","52,536","175,423","187,253","72,724","40,491","30,343",,15.80%
"Alpine County, California",406,25,23,25,0,29,31,0,9,44,90,99,2,29,,18.20%
"Amador County, California","14,280",722,"1,389",651,143,"1,382",722,263,729,"1,308","2,562","1,798",841,"1,770",,11.20%
"Butte County, California","96,056","3,878","6,286","6,218","1,819","12,314","3,875","1,919","5,027","9,529","25,821","10,572","4,419","4,379",,20.50%
"Calaveras County, California","17,264",619,"1,738","1,137",385,"1,956",954,311,826,"2,192","3,680","1,450",664,"1,352",,13.20%
"Colusa County, California","9,688","2,289",482,"1,207",254,904,634,55,177,579,"1,273","1,004",343,487,,8.80%
"Contra Costa County, California","563,813","3,409","40,514","36,972","12,876","56,455","30,570","14,111","44,865","94,918","128,518","49,209","28,142","23,254",,15.50%
"Del Norte County, California","9,161",557,459,380,166,"1,097",255,161,241,591,"2,609",765,413,"1,467",,17.70%
"El Dorado County, California","85,899","1,178","7,290","5,582","1,661","8,153","3,326","1,431","6,477","11,467","17,778","11,301","3,918","6,337",,18.70%
"Fresno County, California","408,625","36,163","24,099","27,511","13,965","43,380","23,462","5,129","18,509","37,345","100,999","33,497","19,527","25,039",,15.90%
"Glenn County, California","11,840","2,614",761,"1,099",151,"1,579",767,31,138,657,"2,035",699,661,648,,11.30%
"Humboldt County, California","61,137","3,135","4,259","2,630","1,359","8,082","2,282",799,"2,573","5,859","14,302","7,996","3,638","4,223",,16.90%
"Imperial County, California","59,490","5,723","3,266","2,532","1,694","7,368","3,866",485,"1,995","4,314","15,205","5,347","2,033","5,662",,16.30%
"Inyo County, California","8,061",306,791,194,110,654,617,117,378,365,"1,976","1,067",361,"1,125",,7.80%
"Kern County, California","346,787","50,819","24,779","18,663","9,194","36,250","21,163","3,351","12,571","27,651","73,883","29,302","15,744","23,417",,12.10%
"Kings County, California","53,687","8,271","2,096","4,013","1,412","5,489","2,992",467,"1,521","3,691","10,825","4,089","1,897","6,924",,14.80%
"Lake County, California","23,924","1,483","2,438","1,259",283,"3,019",994,322,991,"2,174","6,010","1,980","1,119","1,852",,21.90%
"Lassen County, California","8,256",417,756,140,108,643,297,73,191,343,"1,913",548,270,"2,557",,13.80%
"Los Angeles County, California","4,908,826","21,397","291,281","442,908","161,777","492,597","305,496","220,694","294,739","648,079","1,036,692","543,562","279,941","169,663",,15.60%
"Madera County, California","58,917","8,757","5,161","4,943","1,189","5,790","2,718",670,"3,018","4,320","12,686","4,703","2,166","2,796",,13.90%
"Marin County, California","130,038","1,036","8,087","6,036","2,863","12,575","3,880","5,111","12,610","26,586","27,267","11,799","7,888","4,300",,15.60%
"Mariposa County, California","6,914",232,433,348,73,716,186,83,182,657,"1,264","1,626",454,660,,10.10%
"Mendocino County, California","37,369","2,437","2,949","2,536",770,"4,891","1,327",322,"1,609","3,338","8,642","4,131","2,021","2,396",,15.60%
"Merced County, California","107,059","12,772","7,439","11,801","3,619","12,184","7,242","1,039","3,207","6,731","23,372","8,035","4,548","5,070",,10.50%
"Modoc County, California","3,166",676,100,44,101,202,122,15,68,290,710,296,237,305,,7.40%
"Mono County, California","8,051",162,449,237,9,831,160,73,708,756,"1,371","2,783",225,287,,5.30%
"Monterey County, California","188,734","29,975","12,524","10,219","4,587","18,535","7,143","2,593","7,073","18,766","38,246","21,063","8,087","9,923",,15.20%
"Napa County, California","70,752","3,553","3,935","9,316","1,773","6,965","2,490","1,005","3,395","7,365","14,867","10,131","3,203","2,754",,16.00%
"Nevada County, California","44,843",654,"4,141","2,188",750,"5,233","2,139",633,"2,642","6,051","10,375","4,638","3,202","2,197",,12.30%
"Orange County, California","1,592,877","10,249","93,317","190,034","55,029","165,206","61,448","30,617","138,731","232,637","314,237","169,036","84,727","47,609",,20.60%
"Placer County, California","182,516","1,160","12,787","11,052","3,792","20,876","8,017","3,701","15,986","23,577","43,236","15,944","8,348","14,040",,11.80%
"Plumas County, California","7,754",447,764,535,24,723,453,88,282,575,"2,052",814,338,659,,23.50%
"Riverside County, California","1,050,497","13,512","94,227","88,824","29,188","132,902","72,935","15,269","52,073","105,247","220,044","119,359","53,053","53,864",,17.50%
"Sacramento County, California","715,240","5,477","47,711","39,543","16,951","78,416","42,915","11,852","49,220","86,218","157,596","68,187","35,717","75,437",,13.40%
"San Benito County, California","29,575","1,973","3,409","3,544","1,084","3,157","1,561",272,"1,006","2,850","5,710","2,526","1,084","1,399",,14.60%
"San Bernardino County, California","926,877","6,318","70,815","75,144","31,622","118,793","96,904","11,881","42,481","86,530","202,372","84,833","48,170","51,014",,15.30%
"San Diego County, California","1,589,275","11,728","97,337","150,974","33,729","165,259","67,980","32,536","99,108","250,795","336,313","179,991","82,593","80,932",,16.60%
